Respondent,CareerSatisfaction
19040,Moderately dissatisfied
19042,Moderately satisfied
19043,Slightly satisfied
19044,Extremely satisfied
19045,Slightly dissatisfied
19049,Extremely satisfied
19051,Slightly dissatisfied
19052,Extremely satisfied
19053,Moderately satisfied
19055,Extremely dissatisfied
19056,Extremely satisfied
19057,Extremely dissatisfied
19058,Extremely satisfied
19059,Moderately dissatisfied
19061,Moderately satisfied
19062,Extremely satisfied
19064,Moderately dissatisfied
19068,Slightly satisfied
19070,Moderately satisfied
19073,Slightly satisfied
19076,Moderately satisfied
19079,Moderately satisfied
19080,Moderately satisfied
19081,Moderately satisfied
19084,Neither satisfied nor dissatisfied
19085,Moderately dissatisfied
19087,Moderately satisfied
19088,Slightly satisfied
19092,Moderately satisfied
19093,Moderately satisfied
19094,Extremely satisfied
19095,Moderately satisfied
19096,Moderately dissatisfied
19097,Slightly satisfied
19100,Extremely dissatisfied
19104,Slightly satisfied
19107,Slightly dissatisfied
19108,Moderately satisfied
19109,Extremely satisfied
19111,Extremely satisfied
19113,Moderately satisfied
19114,Moderately satisfied
19117,Slightly satisfied
19118,Extremely satisfied
19119,Slightly dissatisfied
19120,Slightly satisfied
19121,Moderately satisfied
19122,Slightly satisfied
19123,Extremely satisfied
19124,Slightly satisfied
19125,Slightly satisfied
19126,Slightly dissatisfied
19129,Slightly satisfied
19130,Slightly dissatisfied
19131,Neither satisfied nor dissatisfied
19132,Moderately satisfied
19134,Moderately satisfied
19135,Moderately satisfied
19136,Extremely satisfied
19137,Slightly satisfied
19142,Slightly dissatisfied
19143,Moderately satisfied
19147,Slightly satisfied
19148,Moderately satisfied
19152,Moderately satisfied
19154,Slightly dissatisfied
19156,Extremely satisfied
19160,Extremely satisfied
19161,Extremely satisfied
19162,Extremely satisfied
19165,Moderately satisfied
19167,Moderately satisfied
19168,Neither satisfied nor dissatisfied
19169,Moderately satisfied
19170,Slightly dissatisfied
19171,Moderately satisfied
19172,Slightly dissatisfied
19173,Moderately satisfied
19176,Slightly dissatisfied
19178,Neither satisfied nor dissatisfied
19180,Moderately satisfied
19181,Neither satisfied nor dissatisfied
19183,Extremely satisfied
19187,Moderately satisfied
19190,Moderately satisfied
19191,Moderately satisfied
19192,Extremely satisfied
19193,Moderately satisfied
19195,Moderately satisfied
19196,Moderately satisfied
19198,Moderately dissatisfied
19200,Moderately dissatisfied
19201,Extremely satisfied
19202,Moderately satisfied
19205,Extremely satisfied
19208,Slightly satisfied
19209,Moderately satisfied
19211,Moderately satisfied
19212,Moderately satisfied
19214,Slightly satisfied
19218,Neither satisfied nor dissatisfied
19219,Moderately satisfied
19221,Slightly satisfied
19224,Slightly dissatisfied
19225,Moderately satisfied
19226,Moderately satisfied
19227,Extremely satisfied
19228,Slightly satisfied
19230,Moderately satisfied
19234,Extremely satisfied
19235,Moderately satisfied
19236,Moderately satisfied
19237,Moderately satisfied
19238,Slightly satisfied
19239,Slightly dissatisfied
19242,Neither satisfied nor dissatisfied
19243,Extremely satisfied
19245,Moderately satisfied
19249,Moderately satisfied
19252,Moderately dissatisfied
19253,Extremely satisfied
19255,Slightly dissatisfied
19257,Neither satisfied nor dissatisfied
19258,Slightly satisfied
19259,Moderately satisfied
19261,Moderately satisfied
19262,Slightly dissatisfied
19263,Extremely satisfied
19264,Slightly satisfied
19265,Slightly satisfied
19266,Moderately satisfied
19269,Moderately satisfied
19270,Moderately satisfied
19271,Moderately satisfied
19273,Slightly satisfied
19276,Moderately satisfied
19280,Neither satisfied nor dissatisfied
19281,Moderately satisfied
19282,Extremely satisfied
19283,Moderately satisfied
19284,Extremely satisfied
19285,Moderately satisfied
19286,Slightly satisfied
19287,Extremely satisfied
19288,Neither satisfied nor dissatisfied
19290,Extremely satisfied
19291,Moderately satisfied
19292,Slightly satisfied
19293,Moderately satisfied
19294,Slightly dissatisfied
19295,Moderately satisfied
19297,Moderately satisfied
19298,Moderately satisfied
19300,Moderately satisfied
19303,Extremely satisfied
19306,Moderately satisfied
19307,Moderately satisfied
19308,Moderately satisfied
19310,Extremely satisfied
19311,Moderately dissatisfied
19314,Neither satisfied nor dissatisfied
19315,Moderately satisfied
19316,Moderately satisfied
19319,Moderately satisfied
19324,Moderately satisfied
19326,Moderately satisfied
19327,Extremely satisfied
19329,Slightly dissatisfied
19330,Extremely satisfied
19331,Extremely satisfied
19333,Slightly satisfied
19334,Moderately satisfied
19335,Moderately satisfied
19336,Moderately satisfied
19337,Slightly dissatisfied
19338,Slightly satisfied
19341,Moderately dissatisfied
19344,Extremely satisfied
19345,Moderately satisfied
19346,Moderately satisfied
19347,Moderately satisfied
19348,Slightly satisfied
19349,Slightly satisfied
19351,Extremely satisfied
19352,Moderately dissatisfied
19353,Slightly satisfied
19354,Moderately satisfied
19356,Moderately satisfied
19357,Slightly dissatisfied
19360,Moderately satisfied
19361,Slightly satisfied
19362,Moderately satisfied
19364,Moderately satisfied
19367,Moderately satisfied
19371,Moderately satisfied
19372,Moderately satisfied
19373,Neither satisfied nor dissatisfied
19376,Slightly dissatisfied
19377,Moderately satisfied
19380,Moderately satisfied
19382,Moderately satisfied
19383,Extremely satisfied
19384,Extremely dissatisfied
19385,Extremely dissatisfied
19386,Slightly satisfied
19387,Moderately satisfied
19388,Extremely satisfied
19389,Slightly satisfied
19390,Slightly dissatisfied
19391,Moderately satisfied
19392,Slightly satisfied
19394,Slightly dissatisfied
19396,Extremely satisfied
19397,Extremely satisfied
19403,Moderately dissatisfied
19404,Moderately satisfied
19405,Slightly satisfied
19407,Slightly satisfied
19409,Extremely satisfied
19414,Moderately dissatisfied
19415,Neither satisfied nor dissatisfied
19417,Moderately satisfied
19421,Slightly satisfied
19422,Moderately dissatisfied
19423,Extremely dissatisfied
19425,Extremely satisfied
19427,Moderately satisfied
19428,Extremely satisfied
19431,Extremely satisfied
19432,Extremely satisfied
19433,Extremely satisfied
19434,Neither satisfied nor dissatisfied
19435,Moderately dissatisfied
19436,Extremely satisfied
19439,Moderately satisfied
19440,Slightly satisfied
19441,Moderately satisfied
19442,Moderately satisfied
19447,Extremely satisfied
19448,Slightly satisfied
19450,Slightly dissatisfied
19452,Moderately satisfied
19454,Moderately satisfied
19455,Moderately satisfied
19456,Extremely satisfied
19459,Extremely satisfied
19460,Extremely satisfied
19462,Extremely satisfied
19463,Moderately dissatisfied
19466,Extremely satisfied
19468,Slightly satisfied
19471,Slightly satisfied
19473,Slightly satisfied
19475,Moderately satisfied
19477,Moderately satisfied
19478,Moderately satisfied
19479,Slightly satisfied
19481,Moderately satisfied
19482,Slightly satisfied
19483,Neither satisfied nor dissatisfied
19486,Moderately satisfied
19488,Slightly dissatisfied
19489,Moderately satisfied
19490,Moderately satisfied
19491,Extremely dissatisfied
19492,Moderately satisfied
19494,Slightly dissatisfied
19495,Neither satisfied nor dissatisfied
19498,Slightly satisfied
19499,Slightly dissatisfied
19501,Moderately satisfied
19505,Moderately satisfied
19506,Moderately satisfied
19507,Moderately dissatisfied
19508,Extremely satisfied
19510,Moderately satisfied
19513,Extremely dissatisfied
19517,Moderately satisfied
19518,Extremely satisfied
19519,Extremely satisfied
19520,Slightly satisfied
19521,Extremely satisfied
19522,Slightly dissatisfied
19524,Moderately satisfied
19525,Moderately satisfied
19531,Slightly satisfied
19532,Moderately satisfied
19535,Slightly satisfied
19536,Moderately satisfied
19537,Slightly dissatisfied
19539,Moderately satisfied
19541,Extremely satisfied
19543,Moderately satisfied
19545,Moderately satisfied
19546,Extremely dissatisfied
19549,Moderately satisfied
19551,Neither satisfied nor dissatisfied
19552,Neither satisfied nor dissatisfied
19553,Extremely satisfied
19554,Slightly dissatisfied
19555,Moderately satisfied
19557,Extremely satisfied
19558,Moderately satisfied
19559,Moderately satisfied
19561,Moderately satisfied
19562,Extremely satisfied
19563,Extremely satisfied
19566,Moderately satisfied
19570,Moderately satisfied
19571,Moderately satisfied
19572,Slightly satisfied
19573,Slightly satisfied
19574,Moderately satisfied
19575,Moderately satisfied
19579,Slightly satisfied
19582,Slightly satisfied
19583,Moderately satisfied
19584,Extremely satisfied
19586,Moderately satisfied
19587,Extremely satisfied
19588,Moderately satisfied
19589,Moderately satisfied
19590,Slightly satisfied
19591,Moderately satisfied
19592,Neither satisfied nor dissatisfied
19593,Extremely satisfied
19595,Moderately satisfied
19596,Slightly dissatisfied
19598,Moderately satisfied
19601,Extremely satisfied
19602,Slightly satisfied
19604,Extremely satisfied
19607,Slightly dissatisfied
19608,Moderately satisfied
19609,Moderately satisfied
19611,Moderately satisfied
19613,Moderately satisfied
19614,Moderately satisfied
19615,Moderately satisfied
19616,Slightly satisfied
19617,Neither satisfied nor dissatisfied
19618,Moderately satisfied
19620,Moderately satisfied
19621,Extremely satisfied
19622,Moderately satisfied
19624,Extremely satisfied
19625,Extremely satisfied
19626,Moderately satisfied
19627,Moderately satisfied
19630,Slightly dissatisfied
19631,Slightly satisfied
19632,Moderately satisfied
19633,Extremely satisfied
19635,Neither satisfied nor dissatisfied
19638,Moderately satisfied
19642,Slightly satisfied
19646,Moderately satisfied
19647,Extremely satisfied
19648,Slightly satisfied
19649,Moderately satisfied
19650,Moderately satisfied
19651,Moderately satisfied
19655,Moderately satisfied
19656,Extremely satisfied
19657,Moderately satisfied
19658,Extremely dissatisfied
19659,Slightly satisfied
19662,Slightly dissatisfied
19663,Neither satisfied nor dissatisfied
19666,Moderately satisfied
19667,Extremely satisfied
19669,Slightly dissatisfied
19670,Extremely satisfied
19671,Neither satisfied nor dissatisfied
19673,Moderately satisfied
19675,Slightly dissatisfied
19678,Moderately satisfied
19681,Moderately satisfied
19682,Moderately satisfied
19685,Neither satisfied nor dissatisfied
19686,Moderately satisfied
19687,Moderately satisfied
19688,Moderately satisfied
19689,Moderately satisfied
19690,Slightly dissatisfied
19693,Moderately satisfied
19694,Slightly dissatisfied
19695,Slightly satisfied
19696,Moderately satisfied
19697,Moderately satisfied
19698,Moderately satisfied
19699,Extremely satisfied
19702,Moderately satisfied
19705,Slightly dissatisfied
19708,Moderately satisfied
19710,Moderately satisfied
19711,Extremely satisfied
19712,Extremely satisfied
19713,Slightly satisfied
19714,Slightly dissatisfied
19716,Neither satisfied nor dissatisfied
19718,Moderately satisfied
19719,Moderately dissatisfied
19720,Slightly satisfied
19722,Slightly satisfied
19724,Extremely satisfied
19725,Extremely satisfied
19729,Slightly satisfied
19730,Slightly satisfied
19731,Neither satisfied nor dissatisfied
19733,Slightly satisfied
19734,Moderately satisfied
19735,Neither satisfied nor dissatisfied
19736,Extremely satisfied
19738,Moderately satisfied
19739,Moderately satisfied
19740,Slightly satisfied
19741,Slightly dissatisfied
19743,Slightly satisfied
19744,Moderately satisfied
19746,Extremely satisfied
19747,Extremely dissatisfied
19749,Moderately dissatisfied
19750,Moderately satisfied
19751,Moderately dissatisfied
19753,Extremely satisfied
19754,Slightly satisfied
19755,Slightly dissatisfied
19756,Neither satisfied nor dissatisfied
19759,Moderately satisfied
19761,Moderately satisfied
19762,Slightly dissatisfied
19763,Moderately satisfied
19765,Moderately satisfied
19766,Moderately satisfied
19767,Moderately satisfied
19772,Extremely dissatisfied
19774,Extremely satisfied
19776,Slightly dissatisfied
19777,Moderately satisfied
19784,Extremely satisfied
19785,Moderately satisfied
19786,Neither satisfied nor dissatisfied
19787,Extremely satisfied
19788,Slightly satisfied
19791,Slightly satisfied
19792,Moderately satisfied
19794,Slightly dissatisfied
19795,Moderately satisfied
19796,Neither satisfied nor dissatisfied
19797,Moderately dissatisfied
19798,Moderately satisfied
19799,Moderately satisfied
19801,Extremely dissatisfied
19802,Slightly dissatisfied
19803,Slightly satisfied
19804,Moderately satisfied
19805,Moderately satisfied
19807,Moderately satisfied
19808,Slightly satisfied
19810,Moderately dissatisfied
19811,Moderately satisfied
19814,Slightly dissatisfied
19815,Slightly satisfied
19816,Moderately satisfied
19817,Slightly satisfied
19820,Moderately satisfied
19821,Extremely satisfied
19822,Slightly satisfied
19823,Slightly satisfied
19824,Slightly dissatisfied
19828,Extremely satisfied
19829,Extremely satisfied
19832,Slightly satisfied
19833,Moderately dissatisfied
19834,Slightly satisfied
19836,Moderately satisfied
19838,Slightly dissatisfied
19840,Moderately satisfied
19841,Slightly satisfied
19842,Moderately satisfied
19843,Slightly satisfied
19844,Neither satisfied nor dissatisfied
19845,Moderately satisfied
19846,Moderately satisfied
19849,Slightly dissatisfied
19851,Slightly satisfied
19856,Extremely satisfied
19857,Moderately satisfied
19858,Moderately satisfied
19859,Moderately satisfied
19861,Slightly satisfied
19863,Moderately satisfied
19864,Slightly satisfied
19865,Extremely satisfied
19866,Extremely satisfied
19867,Moderately dissatisfied
19869,Neither satisfied nor dissatisfied
19870,Extremely dissatisfied
19871,Slightly dissatisfied
19873,Moderately satisfied
19875,Moderately satisfied
19876,Moderately satisfied
19878,Slightly dissatisfied
19879,Moderately satisfied
19883,Slightly satisfied
19887,Moderately satisfied
19889,Moderately satisfied
19890,Moderately satisfied
19893,Moderately satisfied
19894,Moderately satisfied
19895,Slightly dissatisfied
19897,Moderately satisfied
19898,Moderately satisfied
19902,Moderately satisfied
19905,Extremely satisfied
19909,Extremely satisfied
19911,Moderately satisfied
19912,Extremely satisfied
19913,Extremely satisfied
19914,Extremely satisfied
19916,Moderately satisfied
19917,Extremely satisfied
19918,Slightly dissatisfied
19919,Moderately satisfied
19920,Moderately satisfied
19921,Slightly satisfied
19922,Moderately satisfied
19924,Moderately satisfied
19925,Moderately satisfied
19926,Moderately dissatisfied
19927,Extremely satisfied
19929,Slightly dissatisfied
19930,Slightly satisfied
19931,Moderately satisfied
